epoch,train_accuracy,validation_accuracy,time,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30
8533,0.88024,0.86008,649.73,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8534,0.87886,0.85802,649.79,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8535,0.87955,0.85802,649.87,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8536,0.87772,0.86008,649.93,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8537,0.88024,0.86008,649.99,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8538,0.87864,0.86008,650.06,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8539,0.87955,0.86008,650.12,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8540,0.87886,0.86008,650.18,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8541,0.87886,0.85802,650.26,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8542,0.88001,0.86008,650.34,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8543,0.87886,0.85802,650.4,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8544,0.87909,0.86008,650.48,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8545,0.87864,0.85802,650.54,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8546,0.87932,0.86008,650.63,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8547,0.87841,0.85802,650.73,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8548,0.87886,0.86008,650.82,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8549,0.87818,0.86214,650.9,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8550,0.87932,0.86008,650.98,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8551,0.87818,0.86214,651.04,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8552,0.87932,0.86008,651.13,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8553,0.87795,0.85802,651.2,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8554,0.87978,0.85802,651.29,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8555,0.87932,0.85597,651.42,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8556,0.87932,0.85802,651.49,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8557,0.87886,0.86008,651.59,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8558,0.87886,0.85802,651.65,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8559,0.87864,0.86008,651.74,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8560,0.87818,0.85802,651.82,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8561,0.87909,0.86008,651.9,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8562,0.87864,0.85802,651.98,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8563,0.87932,0.86008,652.04,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8564,0.87818,0.85802,652.12,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8565,0.87909,0.86008,652.18,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8566,0.87864,0.85802,652.26,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8567,0.87932,0.86008,652.34,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8568,0.87818,0.85802,652.42,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8569,0.87955,0.85802,652.51,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8570,0.87864,0.86008,652.57,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8571,0.87955,0.85802,652.65,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8572,0.87886,0.86008,652.73,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8573,0.87818,0.86214,652.81,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8574,0.87886,0.86008,652.93,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8575,0.87841,0.86214,653.01,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8576,0.87864,0.86008,653.09,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8577,0.87772,0.85802,653.17,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8578,0.87909,0.86214,653.23,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8579,0.87795,0.85802,653.31,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8580,0.87909,0.85802,653.37,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8581,0.87841,0.86214,653.46,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8582,0.87955,0.86214,653.52,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8583,0.87818,0.86008,653.6,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8584,0.87795,0.86214,653.67,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8585,0.87886,0.86008,653.74,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8586,0.87772,0.85802,653.81,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8587,0.87909,0.86008,653.9,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8588,0.87772,0.85802,653.96,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8589,0.87932,0.86214,654.02,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8590,0.87772,0.85802,654.09,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8591,0.87955,0.85802,654.15,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8592,0.87841,0.85597,654.23,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8593,0.87864,0.86008,654.31,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8594,0.87932,0.8642,654.38,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8595,0.87886,0.86008,654.45,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8596,0.87932,0.85802,654.51,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8597,0.87864,0.86008,654.59,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8598,0.88047,0.85802,654.65,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8599,0.87864,0.86008,654.73,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8600,0.87886,0.86008,654.79,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8601,0.87864,0.86214,654.85,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8602,0.87909,0.86008,654.93,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8603,0.87864,0.85802,655.01,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8604,0.87955,0.86008,655.07,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8605,0.87909,0.86008,655.15,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8606,0.87932,0.8642,655.21,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8607,0.87932,0.85802,655.27,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8608,0.87864,0.86214,655.35,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8609,0.87978,0.86008,655.43,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8610,0.87818,0.85802,655.49,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8611,0.87886,0.86214,655.56,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8612,0.87749,0.86008,655.63,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8613,0.88047,0.86214,655.7,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8614,0.87841,0.86214,655.76,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8615,0.87978,0.86008,655.82,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8616,0.87886,0.85802,655.88,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8617,0.87841,0.86008,655.96,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8618,0.87978,0.86214,656.04,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8619,0.87864,0.86008,656.1,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8620,0.87932,0.86008,656.18,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8621,0.87909,0.86008,656.26,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8622,0.87932,0.86008,656.34,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8623,0.87955,0.86008,656.4,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8624,0.87841,0.86008,656.48,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8625,0.87909,0.8642,656.54,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8626,0.87886,0.86008,656.62,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8627,0.87841,0.85802,656.7,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8628,0.88001,0.86008,656.79,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8629,0.87841,0.86008,656.88,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8630,0.87978,0.86214,656.98,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8631,0.87841,0.86008,657.06,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8632,0.88047,0.86214,657.13,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8633,0.87909,0.86008,657.21,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8634,0.87932,0.85802,657.29,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8635,0.87909,0.86008,657.35,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8636,0.87909,0.86008,657.41,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8637,0.87932,0.8642,657.52,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8638,0.87818,0.86008,657.6,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8639,0.87932,0.86214,657.68,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8640,0.87932,0.86008,657.77,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8641,0.87795,0.85802,657.88,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8642,0.87978,0.86214,657.98,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8643,0.87818,0.85802,658.05,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8644,0.88047,0.86008,658.12,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8645,0.87841,0.85802,658.18,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8646,0.88001,0.86008,658.24,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8647,0.87818,0.85802,658.32,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8648,0.88001,0.86214,658.38,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8649,0.87726,0.85802,658.46,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8650,0.88024,0.86008,658.52,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8651,0.87886,0.86214,658.59,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8652,0.87955,0.86008,658.68,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8653,0.87841,0.8642,658.74,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8654,0.87978,0.85802,658.82,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8655,0.87932,0.86008,658.9,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8656,0.87886,0.85802,658.96,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8657,0.87886,0.85802,659.02,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8658,0.87795,0.86008,659.1,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8659,0.87978,0.86214,659.18,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8660,0.87749,0.85802,659.24,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8661,0.87955,0.86008,659.34,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8662,0.87795,0.86008,659.41,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8663,0.88047,0.86008,659.48,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8664,0.87886,0.86008,659.54,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8665,0.87932,0.86214,659.6,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8666,0.87886,0.86214,659.66,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8667,0.87909,0.86008,659.74,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8668,0.87772,0.86008,659.82,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8669,0.87886,0.86008,659.91,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8670,0.87978,0.86214,659.99,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8671,0.87841,0.86008,660.05,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8672,0.87886,0.85802,660.13,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8673,0.87841,0.86008,660.21,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8674,0.88001,0.86214,660.27,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8675,0.87749,0.85802,660.35,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8676,0.88024,0.86214,660.44,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8677,0.87795,0.86008,660.51,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8678,0.87978,0.85802,660.59,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8679,0.87818,0.86008,660.66,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8680,0.88024,0.86214,660.73,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8681,0.87818,0.86008,660.8,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8682,0.88024,0.86214,660.87,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8683,0.87818,0.85802,660.93,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8684,0.87978,0.85802,661.01,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8685,0.87772,0.86008,661.09,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8686,0.87978,0.86214,661.15,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8687,0.87864,0.85802,661.21,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8688,0.87841,0.86008,661.29,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8689,0.88047,0.85802,661.37,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8690,0.87841,0.85802,661.44,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8691,0.87886,0.86214,661.52,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8692,0.87772,0.85802,661.59,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8693,0.8807,0.86008,661.66,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8694,0.87795,0.85802,661.74,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8695,0.87978,0.86214,661.8,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8696,0.87795,0.85802,661.87,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8697,0.87978,0.86214,661.93,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8698,0.87818,0.85802,662.02,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8699,0.87978,0.86214,662.08,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8700,0.87841,0.85802,662.14,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8701,0.88001,0.86214,662.21,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8702,0.87864,0.85802,662.27,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8703,0.88047,0.86214,662.36,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8704,0.87909,0.86214,662.44,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8705,0.87841,0.86214,662.52,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8706,0.88024,0.86214,662.59,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8707,0.87818,0.86008,662.65,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8708,0.8807,0.86008,662.73,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8709,0.87772,0.86214,662.81,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8710,0.88001,0.86214,662.9,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
8711,0.87795,0.85802,662.97,12,19,15,15,22,22,27,36,30,39,47,44,61,62,64,62,71,75,81,89,91,93,91,91,107,111,117,120,115,126
